"あ","ア"
"ぺあ","ペア"
"へあういっぐ","ヘアウイッグ"
"へあうぃっぐ","ヘアウィッグ"
"べーあーえすえふ","ＢＡＳＦ"
"へあかっと","ヘアカット"
"べあきゃっと","ベアキャット"
"へあくろーす","ヘアクロース"
"へあだい","ヘアダイ"
"べあと","ベアト"
"べあとりす","ベアトリス"
"べあとりーちぇ","ベアトリーチェ"
"へあーどれっさー","ヘアードレッサー"
"へあばんど","ヘアバンド"
"へあむーす","ヘアムース"
"べあらいと","ベアライト"
"へありーぺっち","ヘアリーベッチ"
"べありんぐ","ベアリング"
"ぺあれんと","ペアレント"
"へい","幣"
"べいあく","ベイアク"
"へいあん","平安"
"へいあん","平安"
"ぺいあん","ペイアン"
"ぺいあん","ペイアン"
"へいあんけん","平安県"
"へいあんじょがくいん","平安女学院"
"へいいん","兵員"
"べいうみ","ベイウミ"
"べいうみけん","ベイウミ県"
"へいえい","兵営"
"へいえいだん","平英団"
"へいえききひ","兵役忌避"
"へいえききょひ","兵役拒否"
"へいえきほう","兵役法"
"べいおぶぷれんてぃけん","ベイオブプレンティ県"
"べいかーこ","ベイカー湖"
"べいかーさん","ベイカー山"
"べいがす","ベイガス"
"へいがーずたうん","ヘイガーズタウン"
"へいかん","平杆"
"ぺいかん","ペイカン"
"ぺいがん","ペイガン"
"べいかんと","ベイカント"
"へいき","平気"
"へいきのへいざ","平気の平左"
"へいきのへいざえもん","平気の平左衛門"
"へいきのまござえもん","平気の孫左衛門"
"へいきほう","平気法"
"へいきまござえもん","平気孫左衛門"
"べいきゅーる","ベイキュール"
"へいきょくせん","閉曲線"
"へいきんだい","平均台"
"べいぐらんと","ベイグラント"
"へいげき","平劇"
"へいげつしゅうか","閉月羞花"
"へいけのばば","平家の馬場"
"へいけんじ","平間寺"
"へいこ","平湖"
"へいこういどうのほうそく","平衡移動の法則"
"へいごうざい","併合罪"
"へいこうしへんけい","平行四辺形"
"へいこうぼう","平行棒"
"べいこく","米国"
"べいこくさんひょうじゅんゆしゅ","米国産標準油種"
"べいこくよたくしょうけん","米国預託証券"
"へいこし","平湖市"
"へいこせきゆがすでん","平湖石油ガス田"
"べいごま","ベイゴマ"
"へいさこっせつ","閉鎖骨折"
"へいさじゅんかんけい","閉鎖循環系"
"へいさびょうとう","閉鎖病棟"
"へいざんぐん","平山郡"
"へいざんそう","ヘイザンソウ"
"へいし","平氏"
"へいじ","平氏"
"べいじ","ベイジ"
"ぺいしぇんす","ペイシェンス"
"ぺいしぇんと","ペイシェント"
"へいじつ","平日"
"へいしゃずとう","ヘイシャズ島"
"へいしゅ","兵主"
"へいしゅ","兵首"
"べいじゅ","ベイジュ"
"べいじゅ","米寿"
"へいしゅう","並州"
"べいしゅうきこう","米州機構"
"べいしゅうじゆうぼうえきけん","米州自由貿易圏"
"へいしょう","併称"
"へいじょう","平城"
"へいじょう","平城"
"へいじょう","平壌"
"へいじょうえき","平城駅"
"へいじょうしん","平常心"
"ぺいしょとじあぜべど","ペイショトジアゼベド"
"へいず","ヘイズ"
"ぺいす","ペイス"
"べいすぷりんぐす","ベイスプリングス"
"ぺいずりー","ペーズリー"
"ぺいずりーおり","ペーズリー織り"
"ぺいずりーもよう","ペーズリー模様"
"べいすん","ベイスン"
"べいすん","ベイスン"
"へいせいえき","平成駅"
"へいせいでんでん","平成電電"
"へいせん","兵船"
"へいそう","兵曹"
"へいそうちょう","兵曹長"
"へいそく","閉塞"
"べいだ","ベイダ"
"へいたいかんじょう","兵隊勘定"
"へいたくし","平沢市"
"へいたん","平潭"
"へいたん","兵站"
"へいたんがく","兵站学"
"へいたんけん","平潭県"
"へいたんじゅつ","兵站術"
"へいたんとう","平潭島"
"へいたんぶ","兵站部"
"へいち","平地"
"べいちゅう","米中"
"へいちょう","兵長"
"へいちょうざん","平頂山"
"へいちょうざんし","平頂山市"
"へいちょうざんじけん","平頂山事件"
"へいちょうざんちん","平頂山鎮"
"べいちょうわくぐみごうい","米朝枠組み合意"
"へいてんほう","閉店法"
"へいとくらいむ","ヘイト・クライム"
"べいとじゃら","ベイトジャラ"
"べいとはぬーん","ベイトハヌーン"
"べいとらひや","ベイトラヒヤ"
"ぺいどらろあーるちいきけん","ペイ・ド・ラ・ロアール地域圏"
"ぺいどらろわーるちいきけん","ペイ・ド・ラ・ロワール地域圏"
"べいなす","米ナス"
"ぺいにむ","ペイニム"
"へいねつ","平熱"
"へいのら","ヘイノラ"
"へいはちろういなり","平八郎稲荷"
"へいばんはぐるま","平板歯車"
"べいびー","ベイビー"
"へいふく","平服"
"ぺいぷしこ","ペイプシ湖"
"ぺいぷすこのたたかい","ペイプス湖の戦い"
"へいべい","平米"
"へいへいぼんぼん","平平凡凡"
"へいぽいんと","ヘイポイント"
"へいほう","兵部"
"へいぼん","平凡"
"へいぼん","平凡"
"へいぼんしゅっぱん","平凡出版"
"へいぼんぱんち","平凡パンチ"
"べいまつ","ベイマツ"
"へいみん","平民"
"へいみんしんぶん","平民新聞"
"へいむだる","ヘイムダル"
"へいめんず","平面図"
"へいや","丙夜"
"べいやーど","ベイヤード"
"へいよう","兵要"
"へいようけん","平遥県"
"へいようこじょう","平遥古城"
"へいようじょうしょう","平遥城墻"
"ぺいよーて","ペイヨーテ"
"へいらいえうす","ペイライエウス"
"へいりー","ヘイリー"
"へいりんじ","平林寺"
"べいるあうと","ベイルアウト"
"べいるーと","ベイルート"
"へいれいじせっくつ","炳霊寺石窟"
"ぺいれおりす","ペイレオリス"
"へいれつ","並列"
"へいれつかいろ","並列回路"
"へいれつせつぞく","並列接続"
"へいろ","閉炉"
"へいろー","ヘイロー"
"へいろたい","ヘイロタイ"
"へいろーたい","ヘイロータイ"
"へいろーてす","ヘイローテス"
"ぺいろーど","ペイロード"
"へいわ","平和"
"へいわいじかつどう","平和維持活動"
"へいわおおはし","平和大橋"
"へいわきねんかん","平和祈念館"
"へいわきねんこうえん","平和祈念公園"
"へいわきねんこうえん","平和記念公園"
"へいわだいえき","平和台駅"
"へいわどう","平和堂"
"へいわはく","平和博"
"ぺいん","ペイン"
"ぺいん","ペイン"
"ぺいん","ペイン"
"ぺいんくりにっく","ペインクリニック"
"ぺいんぐん","ペイン郡"
"へいんさ","ヘインサ"
"ぺいんずびる","ペインズビル"
"ぺいんてぃんぐないふ","ペインティングナイフ"
"ぺいんと","ペイント"
"へヴぇしー","ヘヴェシー"
"ぺーえふふぁう","ＢｆＶ"
"ぺーえふふぁお","ＢｆＶ"
"べーえむヴぇー","ＢＭＷ"
"べーえむべー","ＢＭＷ"
"べえるしぇば","ベエルシェバ"
"べーえんでー","ＢＮＤ"
"ぺお","ペオ"
"へおいびくに","屁負比丘尼"
"べおうるふ","ベオウルフ"
"べーおうるふ","ベーオウルフ"
"べおぐらーど","ベオグラード"
"べかー","ベカー"
"べーかー","ベーカー"
"べが","ベガ"
"べが","ベガ"
"べーかーあー","ＢＫＡ"
"ぺーかーヴぇー","Ｐｋｗ"
"べーかーがい","ベーカー街"
"べかーけいこく","ベカー渓谷"
"べかーけん","ベカー県"
"べかこ","べかこ"
"べーかーこ","ベーカー湖"
"べかこう","べかこう"
"べかーこうげん","ベカー高原"
"ぺがさす","ペガサス"
"ぺがさすざ","ペガサス座"
"ぺがさすのほうけい","ペガサスの方形"
"べーかーさん","ベーカー山"
"ぺがしす","ペガシス"
"ぺがすす","ペガスス"
"ぺがすすざ","ペガスス座"
"へーがーずたうん","ヘーガーズタウン"
"べーかーずふぃーるど","ベーカーズフィールド"
"ぺがそす","ペガソス"
"ぺがそすざ","ペガソス座"
"へかて","ヘカテ"
"へかてぃ","ヘカティ"
"べーかーとう","ベーカー島"
"べがとん","ベガトン"
"べかぶね","べか船"
"へかべ","ヘカベ"
"へかべー","ヘカベー"
"ぺーかーべー","Ｐｋｗ"
"へき","日置"
"へぎ","折ぎ"
"へぎ","折ぎ"
"べき","冪"
"ぺぎー","ペギー"
"へぎいた","折ぎ板"
"へぎおしき","折ぎ折敷"
"へぎおり","折ぎ折り"
"へきかげんくん","碧霞元君"
"へきがん","壁龕"
"へきさ","ヘキサ"
"へきさぐらむ","ヘキサグラム"
"へきさごん","ヘキサゴン"
"へきさちゅーく","ヘキサチューク"
"へきさでしまる","ヘキサデシマル"
"へきさぷろいど","ヘキサプロイド"
"へきさへどろん","ヘキサヘドロン"
"へきさめちれんてとらみん","ヘキサメチレンテトラミン"
"べきしすう","冪指数"
"べきじょう","冪乗"
"べきすい","汨水"
"へきそーげん","ヘキソーゲン"
"へぎそば","へぎそば"
"へきちょう","日置町"
"へきなんし","碧南市"
"ぺきにーず","ペキニーズ"
"へぎぼん","折ぎ盆"
"へきゅば","ヘキュバ"
"べきら","汨羅"
"べきらこう","汨羅江"
"べきらし","汨羅市"
"へきりつ","壁立"
"へきりゅう","日置流"
"べぎん","ベギン"
"ぺきん","ペキン"
"ぺきん","ペキン"
"ぺきんきしゃこうぎょう","北京汽車工業"
"べーきんぐぱうだー","ベーキングパウダー"
"ぺきんさんちょうどうじん","北京山頂洞人"
"ぺきんだいがく","北京大学"
"ぺきんなべ","北京ナベ"
"ぺきんのごじゅうごにち","北京の５５日"
"へーぐ","ヘーグ"
"ぺぐ","ペグ"
"ぺぐー","ペグー"
"ぺぐいんたーふぇろん","ペグインターフェロン"
"べくさーぐん","ベクサー郡"
"ぺぐーさんみゃく","ペグー山脈"
"へくせ","ヘクセ"
"べくたー","ベクター"
"べーぐだーま","ベーグダーマ"
"へくたーる","ヘクタール"
"ぺくちょん","ペクチョン"
"ぺくちん","ペクチン"
"ぺくとぅさん","ペクトゥサン"
"へくとぱすかる","ヘクトパスカル"
"べくとら","ベクトラ"
"へくとる","ヘクトル"
"へくとーる","ヘクトール"
"へくば","ヘクバ"
"へくーば","ヘクーバ"
"べーくらいと","ベークライト"
"へくらかざん","ヘクラ火山"
"べーくらんど","ベークランド"
"へぐりちょう","平群町"
"べぐる","ベグル"
"べーぐる","ベーグル"
"べくれるせん","ベクレル線"
"べけっと","ベケット"
"べけっと","ベケット"
"へげもにー","ヘゲモニー"
"べーげる","ベーゲル"
"ぺけろく","ペケロク"
"へこおび","兵児帯"
"へこたれる","へこたれる"
"べこにあ","ベコニア"
"べごにあぞく","ベゴニア属"
"べーごま","ベーゴマ"
"べーこん","ベーコン"
"へざー","ヘザー"
"ぺさは","ペサハ"
"べさめむーちょ","ベサメ・ムーチョ"
"へさん","ヘサン"
"ぺざんと","ペザント"
"べーじ","ベージ"
"ぺーじ","ページ"
"へじぇぞく","ヘジェ族"
"ぺーしぇんす","ペーシェンス"
"ぺーじぇんと","ページェント"
"へしかずむ","ヘシカズム"
"へしぎり","圧切り"
"べししゃはる","ベシシャハル"
"べじたぶるがーでん","ベジタブルガーデン"
"べじたりあん","ベジタリアン"
"べじつ","ベジツ"
"べーしっくいんぐりっしゅ","ベーシック・イングリッシュ"
"べーしっくげんご","ベーシック言語"
"べーしっくそふと","ベーシックソフト"
"へじていしょん","ヘジテイション"
"へじていと","ヘジテイト"
"ぺしねー","ペシネー"
"べーしゃ","吠舎"
"ぺしゃー","ペシャー"
"へじゃず","ヘジャズ"
"へじゃぶ","ヘジャブ"
"べしゃめるそーす","ベシャメルソース"
"ぺしゃーる","ペシャール"
"ぺしゃわる","ペシャワル"
"ぺしゃわーる","ペシャワール"
"ぺしゃわるちく","ペシャワル地区"
"ぺしゃわーるちく","ペシャワール地区"
"へじゅ","ヘジュ"
"べーじゅ","ベージュ"
"べしゅてく","ベシュテク"
"ぺしゅめるが","ペシュメルガ"
"へしゅわん","ヘシュワン"
"へじら","ヘジラ"
"へす","ヘス"
"へす","ヘス"
"へす","ヘス"
"へす","ヘス"
"へす","ヘス"
"へす","ヘス"
"へす","ヘス"
"べーす","ベース"
"ぺす","ペス"
"ぺーす","ペース"
"ぺすか","ペスカ"
"ぺすかどーる","ペスカドール"
"ぺすかとーれ","ペスカトーレ"
"ぺすかどーれす","ペスカドーレス"
"ぺすかどーれすかいきょう","ペスカドーレス海峡"
"ぺすかどーれすしょとう","ペスカドーレス諸島"
"ぺすかーら","ペスカーラ"
"ぺすかーらけん","ペスカーラ県"
"べすた","ベスタ"
"ぺすたろっち","ペスタロッチ"
"へすてぃあ","ヘスティア"
"べすてぃーと","ベスティート"
"べすてるびく","ベステルビク"
"べすと","ベスト"
"べすと","ベスト"
"べすと","ベスト"
"ぺすと","ペスト"
"べすとでんき","ベスト電器"
"べすとふぁーれん","ベストファーレン"
"べすとまんぐんとう","ベストマン群島"
"べすとまんなえいやる","ベストマンナエイヤル"
"べすとまんなぐんとう","ベストマンナ群島"
"べすとらいぇたーらんどけん","ベストラ・イェターランド県"
"へすとん","ヘストン"
